ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
491;12,4;-50,4;6,98;3,03;Negativno;Ne
492;3,5;-22,6;7,84;2,11;Negativno;Ne
493;7,4;-67,0;7,28;1,86;Negativno;Ne
494;5,1;-45,1;6,07;5,24;Negativno;Ne
495;10,1;-68,8;6,95;4,26;Negativno;Ne
496;6,6;-67,1;6,84;3,22;Negativno;Ne
497;13,7;-39,5;7,33;1,94;Negativno;Ne
498;7,1;-19,6;7,46;7,482292325334509;Pozitivno;Da
499;6,3;-29,6;6,81;5,16;Negativno;Ne
500;11,2;-60,6;6,57;4,73;Negativno;Ne
501;5,0;-5,7;6,72;8,883774759489382;Pozitivno;Da
502;10,5;-50,6;6,66;3,08;Negativno;Ne
503;1,9;-33,9;6,67;4,78;Negativno;Ne
504;8,7;-54,7;7,3;4,21;Negativno;Ne
505;12,9;-45,9;7,53;1,55;Negativno;Ne
506;2,0;-46,9;6,86;4,23;Negativno;Ne
507;1,4;-25,9;7,24;5,67;Negativno;Ne
508;14,6;-70,0;6,73;3,9;Negativno;Ne
509;13,5;-75,3;7,28;0,46;Negativno;Ne
510;2,7;-51,3;6,87;5,84;Negativno;Da
511;10,8;-44,8;6,59;0,65;Negativno;Ne
512;11,9;-66,1;7,2;0,23;Negativno;Ne
513;3,6;-64,5;6,58;0,22;Negativno;Ne
514;4,8;-10,2;6,71;8,215106602371023;Pozitivno;Da
515;8,8;-30,5;7,37;2,65;Negativno;Ne
516;8,3;-59,5;6,35;2,83;Negativno;Ne
517;9,4;-28,5;6,31;4,99;Negativno;Ne
518;1,3;-41,2;6,49;3,62;Negativno;Ne
519;2,8;-31,9;7,17;3,68;Negativno;Ne
520;4,8;-34,8;6,41;0,3;Negativno;Ne
521;0,5;-38,7;6,52;0,43;Pozitivno;Ne
522;7,0;-76,7;6,2;1,39;Pozitivno;Ne
523;8,5;-42,3;7,7;5,87;Negativno;Ne
524;6,3;-53,5;7,35;2,62;Negativno;Ne
525;3,8;-40,2;6,54;5,79;Negativno;Ne
526;10,1;-14,0;7,13;8,345106602371022;Pozitivno;Da
527;5,8;-17,2;6,93;2,99;Negativno;Ne
528;1,3;-45,0;6,95;5,11;Negativno;Ne
529;4,8;-68,2;6,16;0,62;Pozitivno;Ne
530;2,8;-44,6;6,79;4,43;Negativno;Ne
531;0,4;-36,7;6,4;4,1;Negativno;Ne
532;11,9;-39,1;6,05;4,33;Negativno;Ne
533;5,0;-36,3;7,77;1,82;Pozitivno;Ne
534;13,7;-39,4;7,39;5,21;Negativno;Ne
535;5,8;-63,7;7,15;4,33;Negativno;Ne
536;11,6;-78,7;7,17;5,88;Negativno;Ne
537;8,6;-58,7;7,78;5,88;Negativno;Ne
538;6,8;-49,2;7,81;2,15;Pozitivno;Ne
539;8,7;-50,2;6,95;5,83;Negativno;Ne
540;11,3;-48,4;7,52;5,06;Negativno;Ne
541;4,8;-53,6;7,35;5,61;Negativno;Ne
542;0,3;-38,7;7,11;4,42;Pozitivno;Ne
543;7,0;-31,9;6,7;1,66;Negativno;Ne
544;0,3;-14,3;7,35;1,33;Negativno;Ne
545;3,8;-27,0;6,49;3,35;Negativno;Ne
546;13,0;-53,7;7,11;1,34;Negativno;Ne
547;5,9;-41,8;7,54;0,41;Negativno;Ne
548;1,1;-36,7;7,25;0,95;Negativno;Ne
549;4,7;-36,0;6,01;0,38;Pozitivno;Ne
550;8,8;-40,7;6,31;3,58;Negativno;Ne
551;7,5;-47,6;7,67;2,38;Pozitivno;Ne
552;3,8;-42,5;7,3;2,12;Negativno;Ne
553;9,9;-57,0;7,59;5,14;Negativno;Da
554;4,5;-41,9;7,67;3,01;Negativno;Ne
555;5,9;-38,5;6,91;2,46;Negativno;Ne
556;13,1;-47,7;7,47;3,95;Negativno;Ne
557;10,8;-52,9;7,11;5,47;Negativno;Ne
558;9,5;-56,1;7,6;4,86;Negativno;Ne
559;4,9;-58,9;7,48;5,75;Negativno;Ne
560;4,5;-69,2;7,32;4,67;Negativno;Ne
561;10,1;-67,2;7,58;0,7;Negativno;Ne
562;5,2;-45,7;7,01;1,82;Negativno;Ne
563;9,5;-19,1;7,15;6,563774759489382;Pozitivno;Da
564;14,4;-52,3;6,83;1,71;Negativno;Ne
565;13,6;-30,1;7,0;4,74;Negativno;Ne
566;1,1;-54,0;8,05;5,12;Negativno;Ne
567;11,5;-29,9;6,73;3,21;Negativno;Ne
568;2,0;-12,1;7,25;8,09309430916463;Pozitivno;Da
569;13,4;-64,2;7,24;4,24;Negativno;Ne
570;6,4;-23,1;7,04;4,36;Negativno;Ne
571;14,9;-47,9;7,19;3,85;Negativno;Ne
572;13,8;-28,0;7,33;4,35;Negativno;Da
573;3,5;-45,7;7,29;5,29;Negativno;Ne
574;10,8;-34,1;6,9;3,78;Negativno;Ne
575;14,9;-69,7;7,89;2,05;Negativno;Ne
576;1,7;-51,5;7,08;5,63;Negativno;Ne
577;9,4;-43,0;6,85;0,62;Negativno;Ne
578;12,3;-72,3;7,07;3,45;Negativno;Ne
579;1,8;-12,3;7,29;3,855106602371023;Pozitivno;Da
580;8,3;-58,8;7,17;6,0;Negativno;Ne
581;3,1;-62,7;7,32;1,54;Negativno;Ne
582;5,8;-51,8;7,54;3,5;Negativno;Ne
583;12,7;-50,8;6,81;4,09;Negativno;Ne
584;3,6;-68,2;6,95;2,12;Negativno;Ne
585;11,4;-27,6;6,93;1,19;Negativno;Ne
586;9,1;-43,0;7,72;4,76;Negativno;Ne
587;1,0;-35,6;6,63;4,11;Negativno;Ne
588;8,5;-33,0;6,79;0,58;Negativno;Ne
589;6,3;-79,8;7,82;1,07;Negativno;Ne
590;0,5;-46,2;7,14;1,29;Negativno;Ne
591;12,3;-49,4;6,79;4,22;Negativno;Ne
592;3,4;-58,0;7,77;4,91;Pozitivno;Ne
593;12,5;-54,1;6,94;1,95;Negativno;Ne
594;1,3;-78,6;6,76;5,79;Negativno;Ne
595;1,9;-58,0;6,59;3,29;Negativno;Ne
596;0,3;-68,5;6,93;3,56;Negativno;Ne
597;7,7;-45,1;6,78;1,49;Negativno;Ne
598;1,3;-54,6;7,28;4,08;Negativno;Ne
599;7,8;-10,1;6,46;9,065106602371024;Pozitivno;Da
600;11,7;-57,5;6,99;5,76;Negativno;Ne
601;10,9;-49,2;6,71;4,41;Negativno;Ne
602;0,2;-41,8;6,53;5,46;Negativno;Ne
603;3,1;-38,5;6,45;2,3;Negativno;Ne
604;13,7;-11,1;7,38;7,0651066023710225;Pozitivno;Da
605;9,6;-46,1;7,01;1,23;Negativno;Ne
606;4,4;-24,4;6,98;5,1;Negativno;Ne
607;7,6;-60,2;6,41;4,07;Negativno;Ne
608;13,8;-47,2;6,7;3,71;Negativno;Ne
609;4,6;-19,8;7,91;5,09;Negativno;Ne
610;7,3;-30,5;6,75;3,74;Negativno;Ne
611;11,2;-69,2;7,6;1,2;Negativno;Ne
612;2,5;-47,3;7,54;3,1;Negativno;Ne
613;12,4;-59,4;6,97;2,19;Negativno;Ne
614;11,8;-46,4;6,81;4,31;Negativno;Ne
615;1,7;-41,1;6,82;3,54;Negativno;Ne
616;8,5;-50,6;6,83;5,6;Negativno;Ne
617;8,6;-27,6;6,51;5,86;Negativno;Ne
618;7,4;-56,1;6,66;2,96;Negativno;Ne
619;9,0;-37,8;6,76;5,21;Negativno;Ne
620;3,8;-46,3;6,95;2,1;Pozitivno;Ne
621;3,6;-48,7;8,15;1,35;Negativno;Ne
622;12,7;-42,5;6,67;0,92;Negativno;Ne
623;15,0;-48,4;7,56;2,3;Negativno;Ne
624;5,2;-55,0;6,83;4,67;Negativno;Ne
625;11,2;-36,6;6,67;1,79;Negativno;Ne
626;12,3;-62,2;6,01;5,34;Negativno;Ne
627;4,6;-63,7;7,21;0,68;Negativno;Ne
628;15,0;-45,8;6,49;4,04;Pozitivno;Ne
629;4,9;-60,2;7,39;1,4;Negativno;Ne
630;6,9;-53,6;6,83;4,38;Negativno;Ne
631;3,1;-63,4;6,55;3,22;Negativno;Ne
632;11,7;-15,4;7,43;5,54;Negativno;Ne
633;0,3;-55,6;7,14;2,34;Negativno;Ne
634;1,4;-52,1;6,25;4,65;Negativno;Ne
635;10,6;-45,5;7,24;0,55;Negativno;Ne
636;5,5;-47,2;7,96;0,35;Negativno;Ne
637;12,4;-42,2;7,64;1,02;Negativno;Da
638;9,5;-71,3;6,78;2,88;Negativno;Ne
639;8,0;-38,9;7,39;5,35;Pozitivno;Ne
640;11,1;-38,6;6,92;5,18;Negativno;Ne
641;13,5;-39,8;7,32;5,78;Negativno;Ne
642;8,0;-60,8;6,71;1,35;Negativno;Ne
643;12,2;-62,2;7,41;1,42;Negativno;Ne
644;14,7;-38,8;6,95;3,46;Negativno;Ne
645;12,9;-49,6;7,25;2,41;Negativno;Ne
646;14,4;-40,4;7,39;2,92;Negativno;Ne
647;14,1;-56,2;6,09;3,2;Negativno;Ne
648;13,8;-51,7;6,68;0,27;Negativno;Da
649;8,0;-62,9;6,86;3,37;Negativno;Ne
650;12,0;-56,7;6,56;1,53;Negativno;Ne
651;11,7;-48,9;6,24;1,54;Negativno;Ne
652;13,7;-45,2;6,91;5,95;Pozitivno;Ne
653;12,4;-43,6;7,31;0,47;Negativno;Ne
654;8,8;-56,1;7,13;5,63;Negativno;Ne
655;14,6;-57,2;7,81;1,5;Negativno;Ne
656;9,4;-19,8;7,8;1,78;Pozitivno;Ne
657;11,7;-44,0;7,0;2,83;Negativno;Ne
658;9,1;-48,5;6,95;0,23;Negativno;Ne
659;0,2;-38,1;7,94;5,25;Negativno;Ne
660;14,3;-25,6;7,31;0,56;Negativno;Ne
661;2,8;-65,4;6,88;4,21;Negativno;Ne
662;2,6;-44,3;7,1;2,65;Negativno;Ne
663;3,1;-41,1;7,01;0,75;Negativno;Ne
664;8,3;-38,9;7,79;2,03;Negativno;Ne
665;2,2;-72,2;7,29;4,45;Negativno;Ne
666;14,5;-65,0;7,06;4,57;Negativno;Da
667;5,5;-68,8;6,16;0,64;Negativno;Ne
668;2,6;-10,5;7,5;0,77;Negativno;Ne
669;8,3;-42,1;6,9;4,18;Negativno;Ne
670;10,6;-62,9;7,18;0,31;Negativno;Ne
671;14,4;-57,8;7,0;4,48;Negativno;Ne
672;4,9;-67,4;7,89;3,85;Negativno;Ne
673;9,1;-53,0;7,49;1,85;Negativno;Ne
674;10,3;-45,5;6,81;5,67;Negativno;Ne
675;5,3;-46,6;6,26;1,51;Negativno;Ne
676;13,1;-39,7;6,85;4,89;Negativno;Ne
677;14,1;-48,1;6,81;0,94;Negativno;Ne
678;14,6;-46,0;7,25;0,38;Negativno;Ne
679;5,3;-60,1;6,66;0,48;Negativno;Ne
680;4,1;-29,1;6,53;2,58;Negativno;Ne
681;2,2;-42,4;6,96;4,5;Negativno;Ne
682;2,2;-52,2;6,94;4,46;Negativno;Ne
683;8,3;-37,7;7,51;3,29;Negativno;Ne
684;9,5;-57,0;7,72;4,47;Negativno;Ne
685;3,5;-25,1;6,82;3,72;Negativno;Ne
686;1,0;-16,4;6,13;4,77;Negativno;Ne
687;14,0;-46,3;6,66;4,9;Negativno;Ne
688;1,2;-80,0;6,02;3,45;Negativno;Ne
689;10,5;-42,9;7,42;2,2;Pozitivno;Ne
690;6,5;-33,8;7,14;1,36;Negativno;Ne
691;7,0;-57,0;7,37;4,32;Pozitivno;Ne
692;3,2;-72,3;7,79;3,29;Negativno;Ne
693;1,0;-49,5;8,01;4,67;Pozitivno;Ne
694;11,0;-32,3;6,54;5,32;Negativno;Ne
695;7,3;-32,2;7,34;4,06;Negativno;Ne
696;7,7;-32,8;6,83;5,01;Negativno;Da
697;1,7;-7,9;7,19;2,27;Negativno;Ne
698;14,3;-67,3;6,96;0,38;Negativno;Ne
699;9,7;-40,0;8,29;1,2;Negativno;Ne
700;2,5;-25,3;6,03;3,42;Negativno;Ne
701;0,8;-54,8;6,9;4,74;Negativno;Da
702;3,3;-52,4;7,73;0,22;Negativno;Ne
703;13,4;-73,3;7,91;0,46;Negativno;Ne
704;4,3;-20,0;6,52;3,75;Negativno;Ne
705;14,4;-84,1;7,02;2,64;Negativno;Ne
706;2,4;-67,6;7,34;3,41;Negativno;Ne
707;12,9;-51,5;7,51;4,1;Negativno;Ne
708;10,9;-58,4;6,38;3,09;Negativno;Ne
709;3,0;-41,4;6,6;2,61;Negativno;Ne
710;7,3;-72,5;6,79;3,13;Negativno;Ne
711;14,1;-52,7;6,59;1,42;Negativno;Ne
712;2,6;-15,0;6,53;6,003774759489382;Pozitivno;Da
713;2,4;-15,9;6,57;4,085106602371023;Pozitivno;Da
714;10,8;-45,8;7,38;2,61;Negativno;Ne
715;11,6;-46,6;6,76;0,47;Pozitivno;Ne
716;14,9;-59,0;7,35;0,25;Pozitivno;Ne
717;7,4;-23,2;6,78;4,64;Negativno;Ne
718;8,6;-18,3;7,23;6,8830943091646315;Pozitivno;Da
719;0,1;-55,6;7,04;1,55;Negativno;Ne
720;10,6;-55,1;5,95;4,22;Negativno;Ne
721;0,7;-21,0;6,81;5,16;Negativno;Ne
722;1,1;-93,4;7,17;2,26;Negativno;Ne
723;2,3;-43,0;7,43;5,03;Negativno;Ne
724;5,8;-30,0;7,52;2,49;Negativno;Ne
725;8,8;-53,5;7,2;5,51;Pozitivno;Ne
726;12,7;-67,3;7,18;4,53;Negativno;Ne
727;0,3;-69,8;7,68;4,73;Negativno;Da
728;2,5;-36,4;7,66;4,93;Negativno;Ne
729;13,8;-51,5;7,04;4,66;Negativno;Ne
730;8,0;-21,8;6,75;3,9;Negativno;Ne
731;14,6;-42,9;6,81;3,41;Negativno;Ne
732;8,8;-31,1;6,87;4,31;Negativno;Ne
733;7,1;-77,8;6,43;4,07;Negativno;Ne
734;7,7;-56,3;6,74;5,66;Negativno;Ne
735;0,6;-73,3;8,01;5,25;Negativno;Ne
736;4,7;-19,6;7,17;2,69;Negativno;Ne
737;5,8;-62,9;7,17;0,65;Negativno;Ne
738;12,3;-56,2;6,25;0,27;Negativno;Ne
739;12,1;-48,8;6,77;2,04;Negativno;Da
740;3,0;-67,7;6,99;3,85;Negativno;Ne
741;1,4;-66,8;8,0;1,29;Negativno;Ne
742;14,2;-49,7;7,49;3,35;Negativno;Ne
743;6,3;-58,9;7,93;4,0;Negativno;Da
744;0,9;-53,1;7,27;5,06;Negativno;Ne
745;5,5;-50,9;7,08;3,67;Negativno;Ne
746;6,9;-40,2;6,94;0,61;Negativno;Ne
747;12,2;-88,4;7,16;5,97;Negativno;Ne
748;14,3;-62,1;7,32;2,4;Negativno;Ne
749;8,8;-63,5;6,78;0,27;Negativno;Ne
750;0,4;-36,9;6,71;1,48;Negativno;Ne
751;1,1;-46,6;6,53;1,71;Negativno;Ne
752;13,3;-36,8;7,67;1,94;Negativno;Ne
753;2,5;-60,6;7,47;5,83;Negativno;Ne
754;12,2;-22,3;7,33;3,99;Negativno;Ne
755;1,2;-40,4;7,57;1,9;Negativno;Ne
756;8,9;-52,9;6,73;3,36;Negativno;Ne
757;14,9;-87,6;7,31;0,78;Negativno;Ne
758;6,7;-46,3;6,64;1,58;Negativno;Ne
759;7,2;-41,8;7,04;2,1;Negativno;Ne
760;12,4;-27,7;6,25;3,06;Negativno;Ne
761;3,1;-53,9;7,59;1,61;Pozitivno;Ne
762;12,4;-45,8;7,93;5,77;Negativno;Ne
763;6,1;-42,1;6,58;1,5;Negativno;Ne
764;3,0;-61,4;7,27;5,29;Negativno;Ne
765;11,1;150,0;-2,0;1,65;Pozitivno;Ne
766;7,6;-37,6;7,14;5,19;Negativno;Ne
767;7,2;-49,4;7,67;0,87;Negativno;Ne
768;3,4;-37,7;7,48;2,11;Negativno;Ne
769;5,8;-39,9;7,85;1,31;Negativno;Ne
770;12,6;-59,6;7,45;2,75;Negativno;Ne
771;13,9;-37,5;5,72;2,11;Negativno;Ne
772;1,1;-48,2;6,89;0,42;Pozitivno;Ne
773;7,6;-57,5;6,59;4,08;Negativno;Ne
774;7,4;-46,0;7,26;2,64;Negativno;Ne
775;4,7;-50,7;7,05;0,32;Negativno;Ne
776;2,1;-63,4;7,19;4,72;Negativno;Ne
777;4,2;-37,2;6,9;3,52;Negativno;Da
778;8,9;-31,8;6,09;2,08;Negativno;Da
779;7,3;-83,1;6,27;3,32;Negativno;Ne
780;13,0;-85,8;6,75;5,92;Negativno;Ne
781;1,5;-39,0;6,24;4,89;Negativno;Ne
782;7,1;-55,6;7,04;4,13;Negativno;Ne
783;4,5;-39,4;7,37;4,94;Negativno;Ne
784;2,7;-57,7;7,01;2,09;Negativno;Ne
785;8,0;-85,6;6,73;1,5;Negativno;Ne
786;13,5;-43,0;6,65;1,5;Negativno;Ne
787;4,6;-48,9;6,68;2,48;Negativno;Ne
788;12,3;-49,8;6,69;1,88;Negativno;Ne
789;3,0;-67,7;6,61;5,25;Negativno;Ne
790;14,1;-81,8;7,68;4,08;Negativno;Ne
791;12,7;-49,3;6,55;3,55;Negativno;Ne
792;11,9;-57,3;6,48;1,22;Negativno;Ne
793;13,8;-35,1;6,56;0,24;Negativno;Ne
794;0,7;-33,2;7,09;0,41;Negativno;Ne
795;0,5;-45,2;6,65;5,82;Negativno;Ne
796;14,0;-40,9;6,92;3,05;Negativno;Ne
797;10,0;-32,3;6,07;1,12;Negativno;Ne
798;0,4;-48,3;7,27;2,06;Pozitivno;Ne
799;1,8;-60,3;7,32;0,53;Negativno;Ne
800;6,0;-54,6;6,67;3,25;Negativno;Ne
801;3,1;-47,5;7,16;0,81;Negativno;Ne
802;4,8;-42,7;7,29;5,14;Negativno;Ne
803;9,8;-40,2;6,66;5,59;Negativno;Ne
804;6,0;-15,9;6,88;5,075106602371023;Pozitivno;Da
805;0,3;-51,8;7,02;4,49;Negativno;Ne
806;4,6;-26,9;6,17;2,36;Negativno;Ne
807;10,2;-10,1;7,85;4,925106602371023;Pozitivno;Da
808;5,2;-14,9;7,74;4,0;Negativno;Ne
809;14,5;-20,0;6,29;3,48;Negativno;Ne
810;0,9;-31,2;7,56;3,0;Negativno;Ne
811;9,0;-30,2;6,92;5,44;Negativno;Ne
812;2,8;-63,0;7,72;3,24;Negativno;Ne
813;5,5;-12,5;6,87;3,86;Negativno;Ne
814;0,4;-7,2;6,92;8,035106602371023;Pozitivno;Da
815;3,2;-80,1;6,51;3,66;Negativno;Ne
816;6,7;-62,0;7,32;2,2;Pozitivno;Ne
817;9,0;-60,5;7,19;3,36;Negativno;Ne
818;10,4;-59,8;6,61;1,63;Negativno;Ne
819;13,8;-35,8;6,5;3,03;Negativno;Ne
820;0,2;-48,6;7,28;4,92;Negativno;Ne
821;3,3;-55,6;6,96;5,45;Negativno;Ne
822;2,3;-56,4;7,16;3,47;Negativno;Ne
823;7,4;-32,8;7,54;0,46;Negativno;Ne
824;10,8;-46,5;6,98;4,08;Pozitivno;Ne
825;7,8;-46,9;6,33;4,33;Negativno;Ne
826;9,2;-50,1;7,13;5,07;Negativno;Ne
827;13,2;-8,8;5,89;6,165106602371023;Pozitivno;Da
828;7,4;-52,2;6,65;5,8;Negativno;Ne
829;12,5;-82,6;8,04;3,31;Negativno;Ne
830;11,7;-69,3;6,51;5,55;Negativno;Ne
831;8,7;-7,2;7,26;5,6851066023710235;Pozitivno;Da
832;14,8;-40,7;7,03;4,03;Negativno;Ne
833;2,8;-75,1;5,86;2,15;Negativno;Ne
834;6,5;-35,9;7,33;3,36;Negativno;Ne
835;13,0;-46,5;7,68;2,51;Negativno;Ne
836;3,4;-63,4;6,4;5,96;Negativno;Ne
837;14,4;-8,7;6,72;7,845106602371023;Pozitivno;Da
838;6,1;-6,3;6,3;0,44;Negativno;Ne
839;3,0;-23,1;6,39;4,85;Negativno;Da
840;1,4;-52,3;7,79;0,95;Negativno;Ne
841;1,7;-47,8;7,49;4,5;Negativno;Ne
842;0,5;-35,2;6,44;2,49;Negativno;Ne
843;10,3;-53,0;6,97;4,13;Pozitivno;Ne
844;9,9;-50,4;6,99;0,89;Pozitivno;Ne
845;5,6;-68,7;6,54;4,49;Negativno;Ne
846;7,5;-67,8;8,06;4,38;Negativno;Ne
847;12,6;-43,9;6,31;5,02;Negativno;Ne
848;0,4;-48,5;6,65;5,39;Negativno;Ne
849;14,9;-10,0;6,74;5,505106602371023;Pozitivno;Da
850;4,2;-32,1;6,67;4,03;Negativno;Da
851;12,5;-55,4;5,88;2,64;Negativno;Ne
852;3,6;-44,0;7,01;5,6;Negativno;Ne
853;8,2;-64,1;7,35;1,79;Negativno;Ne
854;10,9;-9,0;6,19;4,153094309164632;Pozitivno;Da
855;9,9;-53,5;6,48;1,22;Negativno;Ne
856;10,9;-51,3;6,04;5,86;Negativno;Ne
857;7,7;-62,8;7,37;4,32;Negativno;Ne
858;12,1;-42,6;6,48;0,18;Pozitivno;Da
859;0,7;-56,1;6,75;5,43;Negativno;Ne
860;8,0;-28,3;5,44;5,17;Negativno;Ne
861;1,2;-42,6;6,8;2,77;Pozitivno;Ne
862;11,3;-49,9;7,09;3,7;Negativno;Ne
863;1,1;-52,7;6,47;3,38;Negativno;Ne
864;3,7;-34,2;6,92;5,54;Negativno;Da
865;12,0;-56,9;7,21;1,82;Negativno;Ne
866;10,1;-59,6;6,15;0,63;Negativno;Ne
867;0,1;-68,8;6,72;1,95;Negativno;Ne
868;9,8;-60,3;7,11;2,46;Negativno;Ne
869;3,8;-14,2;8,1;7,605106602371023;Pozitivno;Da
870;8,6;-60,4;6,48;5,61;Negativno;Ne
871;13,0;-29,4;7,42;5,28;Negativno;Ne
872;9,5;-53,9;6,39;1,23;Negativno;Ne
873;9,5;-52,0;7,21;5,01;Negativno;Ne
874;5,7;-50,6;7,53;4,06;Negativno;Ne
875;8,5;-27,4;6,49;3,8;Negativno;Ne
876;11,9;-47,0;7,77;3,37;Negativno;Ne
877;11,5;-55,4;6,75;1,52;Pozitivno;Ne
878;1,1;-57,6;7,21;4,56;Negativno;Ne
879;8,7;-55,4;6,65;5,1;Pozitivno;Da
880;11,1;-57,8;7,63;2,8;Negativno;Ne
881;5,7;-43,8;7,17;4,93;Negativno;Ne
882;0,6;-77,0;6,46;2,47;Negativno;Ne
883;11,0;-32,7;7,06;3,69;Negativno;Ne
884;11,5;-59,6;6,99;2,32;Negativno;Ne
885;4,6;-38,2;7,66;4,08;Negativno;Ne
886;10,6;-78,9;5,89;0,35;Pozitivno;Ne
887;7,7;-45,7;6,31;0,5;Negativno;Ne
888;6,1;-11,9;6,85;8,873094309164632;Pozitivno;Da
889;10,5;-71,1;6,89;5,32;Negativno;Ne
890;0,7;-62,3;6,71;3,25;Negativno;Ne
891;4,4;-45,5;7,17;2,07;Negativno;Da
892;6,7;-67,0;7,1;2,84;Negativno;Ne
893;9,9;-72,9;7,13;1,18;Negativno;Ne
894;7,7;-72,2;7,2;0,73;Negativno;Ne
895;11,0;-17,0;7,01;9,78229232533451;Pozitivno;Da
896;4,8;-70,5;6,69;3,05;Negativno;Ne
897;5,6;-37,1;7,05;2,62;Negativno;Ne
898;12,1;-73,8;6,71;4,43;Negativno;Ne
899;6,5;-62,4;6,73;5,83;Negativno;Ne
900;14,2;-32,0;6,76;1,56;Negativno;Ne
901;2,1;-40,7;7,13;4,03;Negativno;Ne
902;2,8;-45,3;7,06;5,91;Negativno;Ne
903;5,1;-45,0;7,19;5,72;Negativno;Ne
904;4,7;-41,2;6,8;3,05;Negativno;Ne
905;5,9;-73,6;6,99;5,44;Negativno;Da
906;0,7;-50,8;7,63;0,44;Negativno;Ne
907;4,3;-68,7;6,63;5,54;Negativno;Ne
908;11,8;-59,9;6,57;2,68;Negativno;Ne
909;8,0;-52,8;6,39;4,71;Negativno;Ne
910;13,1;-29,7;6,59;5,59;Negativno;Ne
911;9,8;-55,4;6,47;4,85;Negativno;Ne
912;11,9;-48,3;7,0;5,23;Negativno;Ne
913;13,8;-53,1;7,66;5,06;Negativno;Ne
914;5,8;-69,0;7,27;2,44;Negativno;Ne
915;12,5;-67,1;5,57;0,84;Negativno;Ne
916;13,6;-40,3;5,67;3,68;Negativno;Ne
917;4,8;-76,1;6,11;0,46;Negativno;Ne
918;4,9;-92,8;6,66;3,12;Negativno;Ne
919;0,7;-60,3;6,28;5,11;Negativno;Ne
920;1,0;-33,7;6,93;3,17;Negativno;Ne
921;10,4;-47,1;7,37;4,87;Negativno;Ne
922;6,1;-38,7;7,27;5,03;Negativno;Ne
923;6,3;-10,8;7,49;9,822292325334509;Pozitivno;Da
924;1,2;-47,9;6,38;3,79;Negativno;Ne
925;8,2;-51,8;6,57;4,32;Negativno;Ne
926;10,7;-51,2;7,59;1,63;Negativno;Ne
927;6,3;-52,5;7,79;5,63;Negativno;Ne
928;11,7;-28,9;6,42;4,38;Negativno;Ne
929;5,8;-36,4;6,36;4,04;Negativno;Ne
930;2,4;-61,1;7,25;3,23;Negativno;Ne
931;1,8;-50,3;7,66;0,83;Negativno;Ne
932;12,1;-51,5;7,59;3,26;Negativno;Ne
933;1,0;-67,2;7,27;5,8;Negativno;Ne
934;14,5;-35,2;6,65;3,98;Negativno;Ne
935;6,2;-55,2;7,34;0,89;Negativno;Ne
936;3,9;-68,4;6,47;2,39;Negativno;Ne
937;5,7;-41,0;6,46;2,39;Negativno;Ne
938;4,3;-44,4;7,11;0,94;Negativno;Ne
939;11,1;-6,8;7,16;3,37;Negativno;Ne
940;2,0;-39,3;7,37;1,56;Negativno;Ne
941;8,0;-64,8;6,99;5,41;Negativno;Ne
942;6,8;-9,9;6,55;4,552292325334508;Pozitivno;Da
943;12,9;-43,9;6,57;1,06;Negativno;Ne
944;7,9;-50,0;8,05;1,89;Negativno;Ne
945;14,7;-50,1;6,81;4,61;Negativno;Ne
946;4,1;-39,8;7,71;2,94;Negativno;Ne
947;9,1;-39,0;7,25;1,16;Negativno;Ne
948;11,0;-31,9;7,19;4,33;Negativno;Ne
949;0,2;-6,9;6,15;8,805106602371023;Pozitivno;Da
950;13,6;-41,8;7,21;0,86;Negativno;Ne
951;0,3;-61,9;6,72;2,3;Negativno;Ne
952;11,7;-62,3;6,07;1,13;Negativno;Da
953;10,8;-19,0;6,93;3,59;Negativno;Ne
954;5,7;-63,3;7,01;3,69;Negativno;Ne
955;2,0;-70,1;7,16;2,05;Negativno;Ne
956;12,8;-54,6;6,38;5,86;Negativno;Ne
957;10,1;-12,3;6,96;8,535106602371023;Pozitivno;Da
958;6,0;-42,2;7,69;2,59;Negativno;Ne
959;1,0;-34,7;7,42;1,98;Negativno;Ne
960;14,3;-10,4;6,52;5,142292325334508;Pozitivno;Da
961;4,5;-82,1;7,01;2,28;Negativno;Ne
962;2,1;-70,1;7,22;2,47;Pozitivno;Ne
963;0,2;-64,1;7,06;5,2;Negativno;Da
964;14,4;-35,0;7,44;5,02;Negativno;Ne
965;12,7;-38,0;7,7;2,46;Pozitivno;Ne
966;0,8;-38,7;7,19;0,49;Negativno;Ne
967;1,6;-47,2;6,38;5,53;Negativno;Ne
968;14,3;-32,0;6,7;4,24;Negativno;Da
969;14,8;-52,9;6,14;3,96;Negativno;Ne
970;12,5;-32,5;6,9;3,66;Negativno;Ne
971;12,2;-68,5;7,01;5,26;Negativno;Ne
972;12,4;-67,2;7,0;2,2;Negativno;Ne
973;11,6;-25,6;6,87;4,38;Negativno;Ne
974;10,5;-44,4;6,57;1,85;Negativno;Ne
975;3,1;-61,7;6,53;2,46;Negativno;Da
976;3,5;-17,2;5,85;9,30229232533451;Pozitivno;Da
977;9,3;-47,8;7,82;1,34;Negativno;Ne
978;12,1;-65,8;6,67;4,88;Negativno;Ne
979;4,7;-41,2;7,58;5,7;Negativno;Ne
980;12,4;-42,3;7,12;2,55;Negativno;Ne
